name,city,check-in,adults,children,check-out,num_rooms,address,hotel_coordinates,hotel_score,hotel_scores,hotel_description,features,room_data,page_count,current_page,in_page_count,search_date
Onix Fira,Barcelona,23-November-2022,2,3,25-November-2022,2,"Llançà, 30, Eixample, 08015 Barcelona, Spain","41.37705814,2.14974493",7.7,"{'': '', 'Staff': '8.7', 'Facilities': '7.5', 'Cleanliness': '8.1', 'Comfort': '7.9', 'Value for money': '7.5', 'Location': '9.0', 'Free WiFi': '8.5'}","['Onix Fira offers a small rooftop pool which is opened from April to October and is not heated, private parking and soundproofed rooms in Barcelona’s center, overlooking Joan Miró Park. Lively Plaza Espanya is 200 m away and offers a direct connection to Ramblas.', 'All of the spacious rooms in the Onix Fira come with free Wi-Fi, a modern décor and a private bathroom. They include a safe, mini-bar and telephone.', 'A number of restaurants and bars can be found within a 15-minute walk from the Onix Fira Hotel.', 'Montjuïc and the Magic Fountains are less than a 10 minutes’ walk away from Fira. The airport bus and Fira Exhibition Center are 200 m away.', 'Please, be aware that swimming pool is not heated and will be opened from April to October.']",[],"{'9004902_269041372_3_0_0': {'room_name': 'Twin Room with Extra Bed', 'room_price': '€ 179', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'Only 2 rooms left on our site'], 'room_facilities': ['22 m²', 'City view', 'Pool with a view', 'Rooftop pool', 'Bathtub', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Minibar'], 'room_bed_type': '3 twin beds/ '}, '9004901_269041372_2_0_0': {'room_name': 'Double or Twin Room (1-2 Adults)', 'room_price': '€ 145', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['21 m²', 'Pool with a view', 'Rooftop pool', 'Bathtub', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Minibar'], 'room_bed_type': '2 twin beds/ 1 king bed/ /multiple choice/'}, '9004901_269041372_1_0_0': {'room_name': 'Double or Twin Room (1-2 Adults)', 'room_price': '€ 128', 'room_capacity': 'Max adults: 1', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['21 m²', 'Pool with a view', 'Rooftop pool', 'Bathtub', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Minibar'], 'room_bed_type': '2 twin beds/ 1 king bed/ /multiple choice/'}, '9004923_269041372_2_0_0': {'room_name': 'Twin Room with View', 'room_price': '€ 152', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['22 m²', 'Balcony', 'City view', 'Pool with a view', 'Rooftop pool', 'Bathtub', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Minibar'], 'room_bed_type': '2 twin beds/ '}, '9004923_269041372_1_0_0': {'room_name': 'Twin Room with View', 'room_price': '€ 135', 'room_capacity': 'Max adults: 1', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['22 m²', 'Balcony', 'City view', 'Pool with a view', 'Rooftop pool', 'Bathtub', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Minibar'], 'room_bed_type': '2 twin beds/ '}, '9004909_269041372_2_0_0': {'room_name': 'Double Room with Park View', 'room_price': '€ 154', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'Only 4 rooms left on our site'], 'room_facilities': ['22 m²', 'Balcony', 'City view', 'Pool with a view', 'Rooftop pool', 'Bathtub', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Minibar'], 'room_bed_type': '1 king bed/ '}}",0,1,0,2022-11-16
TWO Hotel Barcelona by Axel 4* Sup- Adults Only,Barcelona,23-November-2022,3,0,25-November-2022,2,"Calabria 90-92, Eixample, 08015 Barcelona, Spain","41.37914580,2.15593180",8.5,"{'': '', 'Staff': '9.2', 'Facilities': '8.5', 'Cleanliness': '8.9', 'Comfort': '9.0', 'Value for money': '8.4', 'Location': '9.1', 'Free WiFi': '9.0'}","['Offering a rooftop pool with a large sun terrace, TWO Hotel Barcelona by Axel is located in the heart of the gay district of Barcelona, 1.2 mi from Barceloneta Beach.', 'The hetero-friendly hotel offers on-site private parking. There is also a 24-hour reception and guests can get information on the gay scene and the city at the on-site tour desk. On the rooftop guests will also find the Sky bar, gym, steam bath and a massage room.', 'Each room here will provide you with air conditioning and a mini-bar. Featuring a shower, private bathroom also comes with a hairdryer. A safety deposit box and a universal phone charger are also provided.', 'Guests can sample a drink at the rooftop bar, while taking in stunning city views or enjoy the delicious cocktails served in the Lounge Bar. A buffet breakfast is available and free high-speed WiFi access is provided throughout.', 'Staff can give information about the surrounding area, which is known as ""Gayxample"" because of its lively gay nightlife.', ""The hotel is 2 minutes' walk from Rocafort Metro Station and Plaça d'Espanya, with direct busses to Barcelona Airport, is a 10-minute walk away. Paral·lel, with bars, restaurants, clubs and theaters is 0.8 mi from TWO Hotel Barcelona by Axel.""]",[],"{'131688502_260229037_0_2_0': {'room_name': 'Double or Twin Room', 'room_price': '€ 183', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 14', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['18 m²', 'Garden view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688502_343463190_0_2_0': {'room_name': 'Double or Twin Room', 'room_price': '€ 158', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 14', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['18 m²', 'Garden view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688502_343463190_0_1_0': {'room_name': 'Double or Twin Room', 'room_price': '€ 214', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast included', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['18 m²', 'Garden view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688502_260229037_0_1_0': {'room_name': 'Double or Twin Room', 'room_price': '€ 239', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['18 m²', 'Garden view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688502_343463190_1_1_0': {'room_name': 'Double or Twin Room', 'room_price': '€ 178', 'room_capacity': 'Max people: 1', 'room_options': ['Good breakfast included', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['18 m²', 'Garden view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688502_260229037_1_1_0': {'room_name': 'Double or Twin Room', 'room_price': '€ 206', 'room_capacity': 'Max people: 1', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['18 m²', 'Garden view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688503_343463190_0_2_0': {'room_name': 'Premium Double Room', 'room_price': '€ 184', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 14', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['20 m²', 'Balcony', 'Garden view', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688503_260229037_0_2_0': {'room_name': 'Premium Double Room', 'room_price': '€ 213', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 14', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['20 m²', 'Balcony', 'Garden view', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688503_343463190_0_1_0': {'room_name': 'Premium Double Room', 'room_price': '€ 240', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast included', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['20 m²', 'Balcony', 'Garden view', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688503_260229037_0_1_0': {'room_name': 'Premium Double Room', 'room_price': '€ 269', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['20 m²', 'Balcony', 'Garden view', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688503_343463190_1_1_0': {'room_name': 'Premium Double Room', 'room_price': '€ 204', 'room_capacity': 'Max people: 1', 'room_options': ['Good breakfast included', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['20 m²', 'Balcony', 'Garden view', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688503_260229037_1_1_0': {'room_name': 'Premium Double Room', 'room_price': '€ 236', 'room_capacity': 'Max people: 1', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['20 m²', 'Balcony', 'Garden view', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688504_343463190_0_2_0': {'room_name': 'Panoramic Superior Double Room', 'room_price': '€ 226', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 14', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['22 m²', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688504_260229037_0_2_0': {'room_name': 'Panoramic Superior Double Room', 'room_price': '€ 263', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 14', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['22 m²', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688504_343463190_0_1_0': {'room_name': 'Panoramic Superior Double Room', 'room_price': '€ 282', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast included', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['22 m²', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688504_260229037_0_1_0': {'room_name': 'Panoramic Superior Double Room', 'room_price': '€ 319', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['22 m²', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688504_343463190_1_1_0': {'room_name': 'Panoramic Superior Double Room', 'room_price': '€ 246', 'room_capacity': 'Max people: 1', 'room_options': ['Good breakfast included', 'Flexible to reschedule if plans change', 'Non-refundable'], 'room_facilities': ['22 m²', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}, '131688504_260229037_1_1_0': {'room_name': 'Panoramic Superior Double Room', 'room_price': '€ 286', 'room_capacity': 'Max people: 1', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022'], 'room_facilities': ['22 m²', 'City view', 'Air conditioning', 'Attached bathroom', 'Flat-screen TV', 'Soundproof', 'Minibar', 'Free WiFi'], 'room_bed_type': '1 queen bed/ '}}",0,1,0,2022-11-16
ApartamentosenSol,Madrid,23-November-2022,4,1,25-November-2022,2,"Puerta Del Sol, 3, Madrid City Center, 28013 Madrid, Spain","40.41668997,-3.70269433",8.6,"{'': '', 'Staff': '8.5', 'Facilities': '8.6', 'Cleanliness': '8.9', 'Comfort': '8.8', 'Value for money': '8.6', 'Location': '9.8', 'Free WiFi': '8.6'}","[""You're eligible for a Genius discount at ApartamentosenSol! To save at this property, all you have to do is sign in."", 'These modern and stylish apartments have a great setting right in Puerta del Sol Square, in the heart of Madrid’s old town. You can walk to Plaza Mayor or Gran Via Avenue in 5 minutes.', 'All air-conditioned apartments feature 1 or 2 bedrooms, a lounge area with a sofa, a satellite TV and a private bathroom with free toiletries. The kitchen includes a microwave, oven, electric hob and a coffee maker. Free Wi-Fi is also available and some apartments include a balcony overlooking the square.', 'Numerous shops, bars and restaurants can be found in the surrounding area. Main tourist attractions such as El Prado and Reina Sofia museums are 20 minutes’ walk from ApartamentosenSol.', 'Puerta del Sol Metro Station is 21 m away, while Sevilla and Opera Metro Stations are 500 m away.']","['Apartments', 'Kitchen', 'Free WiFi', 'Air conditioning', 'Private Bathroom', 'Key card access', 'Daily housekeeping', 'Non-smoking rooms', 'Baggage storage', 'Heating']","{'40215043_280001242_4_0_0': {'room_name': 'Apartment with Balcony', 'room_price': '€ 527', 'room_capacity': 'Max people: 4', 'room_options': ['Free cancellation until 11:59 PM on November 18, 2022', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['Entire apartment', '60 m²', 'Private kitchen', 'Private Bathroom', 'Air conditioning', 'Dishwasher', 'Coffee machine', 'Free WiFi'], 'room_bed_type': '1 full bed/ 1 sofa bed/ '}, '40215043_280001242_3_0_0': {'room_name': 'Apartment with Balcony', 'room_price': '€ 480', 'room_capacity': 'Max people: 3', 'room_options': ['Free cancellation until 11:59 PM on November 18, 2022', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['Entire apartment', '60 m²', 'Private kitchen', 'Private Bathroom', 'Air conditioning', 'Dishwasher', 'Coffee machine', 'Free WiFi'], 'room_bed_type': '1 full bed/ 1 sofa bed/ '}, '40215043_280001242_2_0_0': {'room_name': 'Apartment with Balcony', 'room_price': '€ 439', 'room_capacity': 'Max people: 2', 'room_options': ['Free cancellation until 11:59 PM on November 18, 2022', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['Entire apartment', '60 m²', 'Private kitchen', 'Private Bathroom', 'Air conditioning', 'Dishwasher', 'Coffee machine', 'Free WiFi'], 'room_bed_type': '1 full bed/ 1 sofa bed/ '}}",0,1,0,2022-11-16
Sonder Santa Ana,Madrid,23-November-2022,5,3,25-November-2022,3,"11 Calle Príncipe, Madrid City Center, 28012 Madrid, Spain","40.41574960,-3.70016290",8.8,"{'': '', 'Staff': '8.6', 'Facilities': '9.2', 'Cleanliness': '9.4', 'Comfort': '9.2', 'Value for money': '8.8', 'Location': '9.5', 'Free WiFi': '8.8'}","[""You're eligible for a Genius discount at Sonder Santa Ana! To save at this property, all you have to do is sign in."", 'Located in Madrid, near Plaza Mayor, Mercado San Miguel and Puerta del Sol, Sonder Santa Ana features free WiFi.', 'Accommodations are fitted with air conditioning, a fully equipped kitchen with a dining area, a flat-screen TV and a private bathroom with bath or shower, a hairdryer and free toiletries. A microwave, a fridge and stovetop are also offered, as well as an electric tea pot and a coffee machine.', 'Popular points of interest near the condo hotel include Gran Via Station Metro Station, Reina Sofia Museum and Atocha Train Station. The nearest airport is Adolfo Suarez Madrid-Barajas Airport, 17.7 km from Sonder Santa Ana.']","['Apartments', 'Kitchen', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', 'Non-smoking rooms', 'Elevator']","{'871295102_355831828_5_0_0': {'room_name': 'Three-Bedroom Suite', 'room_price': '€ 362', 'room_capacity': 'Max people: 5', 'room_options': ['Free cancellation until 11:59 PM on November 19, 2022', 'Pay nothing until November 17, 2022', 'discount available', 'Only 1 left on our site'], 'room_facilities': ['Private suite', '96 m²', 'Private kitchen', 'Attached bathroom', 'Air conditioning', 'Flat-screen TV', 'Coffee machine', 'Free WiFi'], 'room_bed_type': '1 twin bed/ 1 twin bed/ 1 sofa bed/ 1 full bed/ '}}",0,1,0,2022-11-16
Apartamentos con encanto en pleno casco antiguo RON,Valencia,23-November-2022,7,3,25-November-2022,3,"1 Carrer de Generoso Hernández, Ciutat Vella, 46001 Valencia, Spain","39.47466350,-0.37745560",8.1,"{'': '', 'Staff': '8.2', 'Facilities': '8.1', 'Cleanliness': '8.6', 'Comfort': '8.4', 'Value for money': '8.2', 'Location': '9.5', 'Free WiFi': '8.3'}","[""You're eligible for a Genius discount at Apartamentos con encanto en pleno casco antiguo RON! To save at this property, all you have to do is sign in."", 'Located in Valencia, Apartamentos con encanto en pleno casco antiguo RON has air-conditioned rooms with free WiFi. Popular points of interest nearby include Turia Gardens, González Martí National Museum of Ceramics and Decorative Arts and Valencia North Station. The property is 5 km from Bioparc Valencia and 7.1 km from Port of Valencia.', 'Rooms come with a private bathroom, while some rooms include a balcony and others also feature a city view.', 'Popular points of interest near the guesthouse include Church of Saint Nicolás, Basilica de la Virgen de los Desamparados and Jardines de Monforte. The nearest airport is Valencia Airport, 10.9 km from Apartamentos con encanto en pleno casco antiguo RON.']",[],"{'835887102_349029652_3_0_0': {'room_name': 'Apartment', 'room_price': '€ 322', 'room_capacity': 'Max people: 3', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available'], 'room_facilities': ['Entire apartment', 'Attached bathroom', 'Free WiFi'], 'room_bed_type': '1 full bed/ 1 sofa bed/ '}, '835887102_349029652_2_0_0': {'room_name': 'Apartment', 'room_price': '€ 277', 'room_capacity': 'Max people: 2', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available'], 'room_facilities': ['Entire apartment', 'Attached bathroom', 'Free WiFi'], 'room_bed_type': '1 full bed/ 1 sofa bed/ '}, '835887104_349029652_2_0_0': {'room_name': 'Apartment with Balcony', 'room_price': '€ 277', 'room_capacity': 'Max people: 2', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available'], 'room_facilities': ['Entire apartment', 'Attached bathroom', 'Free WiFi'], 'room_bed_type': '1 full bed/ '}, '835887106_349029652_2_0_0': {'room_name': 'Apartment', 'room_price': '€ 277', 'room_capacity': 'Max people: 2', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available'], 'room_facilities': ['Entire apartment', 'Attached bathroom', 'Free WiFi'], 'room_bed_type': '1 full bed/ 1 sofa bed/ '}, '835887106_349029652_3_0_0': {'room_name': 'Apartment', 'room_price': '€ 322', 'room_capacity': 'Max people: 3', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available'], 'room_facilities': ['Entire apartment', 'Attached bathroom', 'Free WiFi'], 'room_bed_type': '1 full bed/ 1 sofa bed/ '}}",0,1,0,2022-11-16
Rotaret,Valencia,23-November-2022,4,1,25-November-2022,2,"6 Carrer del Convent de Santa Clara, Ciutat Vella, 46002 Valencia, Spain","39.46836560,-0.37596160",7.8,"{'': '', 'Staff': '9.0', 'Facilities': '7.6', 'Cleanliness': '8.4', 'Comfort': '7.9', 'Value for money': '8.5', 'Location': '9.6', 'Free WiFi': '9.0'}","['Located in Valencia and within a 3-minute walk of Valencia North Station, Rotaret features a shared lounge, allergy-free rooms, and free WiFi throughout the property. The property is close to Jardines de Monforte, Church of Saint Nicolás and Plaza Ayuntamiento. Some units at the property include a balcony with a city view.', 'Rooms come complete with a shared bathroom equipped with a shower and a hairdryer, while certain rooms at the guesthouse also offer a seating area.', 'Popular points of interest near Rotaret include Turia Gardens, González Martí National Museum of Ceramics and Decorative Arts and Basilica de la Virgen de los Desamparados. The nearest airport is Valencia Airport, 10.9 km from the accommodation.']",[],"{'688855811_310566868_0_0_0': {'room_name': 'Triple Room', 'room_price': '€ 118', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'Pay in advance', 'Only 1 room left on our site'], 'room_facilities': ['29 m²', 'Landmark view', 'City view', 'Air conditioning', 'Free WiFi'], 'room_bed_type': '3 twin beds/ '}, '688855812_310566868_0_0_0': {'room_name': 'Twin Room', 'room_price': '€ 98', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'Pay in advance', 'Only 1 room left on our site'], 'room_facilities': ['18 m²', 'Inner courtyard view', 'Air conditioning', 'Free WiFi'], 'room_bed_type': '2 twin beds/ '}, '688855804_310566868_0_0_0': {'room_name': 'Triple Room', 'room_price': '€ 118', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'Pay in advance', 'Only 2 rooms left on our site'], 'room_facilities': ['29 m²', 'Landmark view', 'City view', 'Free WiFi'], 'room_bed_type': '3 twin beds/ '}, '688855805_310566868_0_0_0': {'room_name': 'Triple Room', 'room_price': '€ 118', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'Pay in advance', 'Only 1 room left on our site'], 'room_facilities': ['29 m²', 'Landmark view', 'City view', 'Air conditioning', 'Free WiFi'], 'room_bed_type': '3 twin beds/ '}, '688855808_310566868_0_0_0': {'room_name': 'Twin Room', 'room_price': '€ 98', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'Pay in advance', 'Only 1 room left on our site'], 'room_facilities': ['18 m²', 'Landmark view', 'City view', 'Free WiFi'], 'room_bed_type': '2 twin beds/ '}, '688855809_310566868_0_0_0': {'room_name': 'Twin Room', 'room_price': '€ 98', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'Pay in advance', 'Only 1 room left on our site'], 'room_facilities': ['18 m²', 'Inner courtyard view', 'Free WiFi'], 'room_bed_type': '2 twin beds/ '}, '688855807_310566868_0_0_0': {'room_name': 'Single Room', 'room_price': '€ 64', 'room_capacity': 'Max adults: 1', 'room_options': ['Non-refundable', 'Pay in advance', 'Only 1 room left on our site'], 'room_facilities': ['Inner courtyard view', 'Free WiFi'], 'room_bed_type': '1 twin bed/ '}}",0,1,0,2022-11-16
Hotel Lloret Ramblas,Barcelona,23-January-2023,3,0,25-January-2023,2,"Rambla Canaletes, 125, Ciutat Vella, 08002 Barcelona, Spain","41.38493925,2.17013776",8.1,"{'': '', 'Staff': '8.9', 'Facilities': '7.8', 'Cleanliness': '8.4', 'Comfort': '8.2', 'Value for money': '8.3', 'Location': '9.7', 'Free WiFi': '8.1'}","['Hotel Lloret Ramblas is situated on Barcelona’s famous Las Ramblas, just outside Plaza Catalunya Square. It offers a 24-hour front desk and air conditioned rooms with flat-screen satellite TV and free Wi-Fi.', 'Each functional room at the Lloret Ramblas Hotel features a work desk and a private bathroom with amenities. Some rooms also have a private balcony.', 'Breakfast is served in Hotel Lloret Ramblas’s beautiful lounge-dining room, which dates from the early 20th century. The lobby area has a free PC with internet and a free safe.', 'Barcelona Cathedral and the MACBA Modern Art Museum are both around 500 m from Hotel Lloret. Catalunya Metro Station is a one-minute walk away, and direct airport buses stop within 101 m.']",[],"{'24455102_348592639_2_2_0': {'room_name': 'Double or Twin Room', 'room_price': '€ 142', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 10', 'Free cancellation until 11:59 PM on January 21, 2023', 'NO PREPAYMENT NEEDED – pay at the property'], 'room_facilities': ['Balcony', 'Landmark view', 'City view', 'Inner courtyard view', 'Air conditioning', 'Patio', 'Private Bathroom', 'Flat-screen TV', 'Free WiFi'], 'room_bed_type': '/multiple choice/'}, '24455101_348592639_0_2_0': {'room_name': 'Single Room', 'room_price': '€ 110', 'room_capacity': 'Max people: 1', 'room_options': ['Good breakfast € 10', 'Free cancellation until 11:59 PM on January 21, 2023', 'NO PREPAYMENT NEEDED – pay at the property', 'Only 4 rooms left on our site'], 'room_facilities': ['Balcony', 'Landmark view', 'City view', 'Inner courtyard view', 'Air conditioning', 'Patio', 'Private Bathroom', 'Flat-screen TV', 'Free WiFi'], 'room_bed_type': '/multiple choice/'}, '24455103_348592639_0_2_0': {'room_name': 'Triple Room', 'room_price': '€ 198', 'room_capacity': 'Max people: 3', 'room_options': ['Good breakfast € 10', 'Free cancellation until 11:59 PM on January 21, 2023', 'NO PREPAYMENT NEEDED – pay at the property', 'Only 2 rooms left on our site'], 'room_facilities': ['Balcony', 'Landmark view', 'City view', 'Inner courtyard view', 'Air conditioning', 'Patio', 'Private Bathroom', 'Flat-screen TV', 'Free WiFi'], 'room_bed_type': '/multiple choice/'}, '24455105_348592639_0_2_0': {'room_name': 'Double or Twin Room with City View', 'room_price': '€ 162', 'room_capacity': 'Max people: 2', 'room_options': ['Good breakfast € 10', 'Free cancellation until 11:59 PM on January 21, 2023', 'NO PREPAYMENT NEEDED – pay at the property', 'Only 4 rooms left on our site'], 'room_facilities': ['Balcony', 'Landmark view', 'City view', 'Inner courtyard view', 'Air conditioning', 'Patio', 'Private Bathroom', 'Flat-screen TV', 'Free WiFi'], 'room_bed_type': '2 twin beds/ 1 full bed/ /multiple choice/'}}",0,1,0,2022-11-16
